 format: day,hour,value location:87_90 Start : 20100601 
 14, 0100, 389.000000 
 14, 0200, 389.000000 
 14, 0300, 389.000000 
 14, 0400, 389.000000 
 14, 0500, 389.000000 
 14, 0600, 389.000000 
 14, 0700, 389.000000 
 14, 0800, -1.000000 
 14, 0900, 389.000000 
 14, 1000, 389.000000 
 14, 1100, 389.000000 
 14, 1200, 389.000000 
 14, 1300, 389.000000 
 14, 1400, 389.000000 
 14, 1500, 389.000000 
 14, 1600, 389.000000 
 14, 1700, 389.000000 
 14, 1800, 389.000000 
 14, 1900, 389.000000 
 14, 2000, 389.000000 
 14, 2100, 389.000000 
 14, 2200, 389.000000 
 14, 2300, 389.000000 
 15, 0000, 389.000000 
 15, 0100, 389.000000 
 15, 0200, 389.000000 
 15, 0300, 389.000000 
 15, 0400, 389.000000 
 15, 0500, 389.000000 
 15, 0600, 389.000000 
 15, 0700, 389.000000 
 15, 0800, 389.000000 
 15, 0900, 389.000000 
 15, 1000, 389.000000 
 15, 1100, 389.000000 
 15, 1200, 389.000000 
 15, 1300, 389.000000 
 15, 1400, 389.000000 
 15, 1500, 389.000000 
 15, 1600, 389.000000 
 15, 1700, 389.000000 
 15, 1800, 389.000000 
 15, 1900, 389.000000 
 15, 2000, 389.000000 
 15, 2100, 389.000000 
 15, 2200, 389.000000 
 15, 2300, 389.000000 
 16, 0000, 389.000000 
 16, 0100, 389.000000 
 16, 0200, 389.000000 
 16, 0300, 389.000000 
 16, 0400, 389.000000 
 16, 0500, 389.000000 
 16, 0600, 389.000000 
 16, 0700, 389.000000 
 16, 0800, 389.000000 
 16, 0900, 389.000000 
 16, 1000, 389.000000 
 16, 1100, 389.000000 
 16, 1200, 389.000000 
 16, 1300, 389.000000 
 16, 1400, 389.000000 
 16, 1500, 389.000000 
 16, 1600, 389.000000 
 16, 1700, 389.000000 
 16, 1800, 389.000000 
 16, 1900, 389.000000 
 16, 2000, 389.000000 
 16, 2100, 389.000000 
 16, 2200, 389.000000 
 16, 2300, 389.000000 
 17, 0000, 389.000000 
 17, 0100, 389.000000 
 17, 0200, 389.000000 
 17, 0300, 389.000000 
 17, 0400, 389.000000 
 17, 0500, 389.000000 
 17, 0600, 389.000000 
 17, 0700, 389.000000 
 17, 0800, 389.000000 
 17, 0900, 389.000000 
 17, 1000, 389.000000 
 17, 1100, 389.000000 
 17, 1200, 389.000000 
 17, 1300, 389.000000 
 17, 1400, 389.000000 
 17, 1500, 389.000000 
 17, 1600, 389.000000 
 17, 1700, 389.000000 
 17, 1800, 389.000000 
 17, 1900, 389.000000 
 17, 2000, 389.000000 
 17, 2100, 389.000000 
 17, 2200, 389.000000 
 17, 2300, 389.000000 
 18, 0000, 389.000000 
 18, 0100, 389.000000 
 18, 0200, 389.000000 
 18, 0300, 389.000000 
 18, 0400, 389.000000 
 18, 0500, 389.000000 
 18, 0600, 389.000000 
 18, 0700, 389.000000 
 18, 0800, 389.000000 
 18, 0900, 389.000000 
 18, 1000, 389.000000 
 18, 1100, 389.000000 
 18, 1200, 389.000000 
 18, 1300, 389.000000 
 18, 1400, 389.000000 
 18, 1500, 389.000000 
 18, 1600, 389.000000 
 18, 1700, 389.000000 
 18, 1800, 389.000000 
 18, 1900, 389.000000 
 18, 2000, 389.000000 
 18, 2100, 389.000000 
 18, 2200, 389.000000 
 18, 2300, 389.000000 
 19, 0000, 389.000000 
 19, 0100, 389.000000 
 19, 0200, 389.000000 
 19, 0300, 389.000000 
 19, 0400, 389.000000 
 19, 0500, 389.000000 
 19, 0600, 389.000000 
 19, 0700, 389.000000 
 19, 0800, 389.000000 
 19, 0900, 389.000000 
 19, 1000, 389.000000 
 19, 1100, 389.000000 
 19, 1200, 389.000000 
 19, 1300, 389.000000 
 19, 1400, 389.000000 
 19, 1500, 389.000000 
 19, 1600, 389.000000 
 19, 1700, 389.000000 
 19, 1800, 389.000000 
 19, 1900, 389.000000 
 19, 2000, 389.000000 
 19, 2100, 389.000000 
 19, 2200, 389.000000 
 19, 2300, 389.000000 
 20, 0000, 389.000000 
 20, 0100, 389.000000 
 20, 0200, 389.000000 
 20, 0300, 389.000000 
 20, 0400, 389.000000 
 20, 0500, 389.000000 
 20, 0600, 389.000000 
 20, 0700, 389.000000 
 20, 0800, 389.000000 
 20, 0900, 389.000000 
 20, 1000, 389.000000 
 20, 1100, 389.000000 
 20, 1200, 389.000000 
 20, 1300, 389.000000 
 20, 1400, 389.000000 
 20, 1500, 389.000000 
 20, 1600, 389.000000 
 20, 1700, 389.000000 
 20, 1800, 389.000000 
 20, 1900, 389.000000 
 20, 2000, 389.000000 
 20, 2100, 389.000000 
 20, 2200, 389.000000 
 20, 2300, 389.000000 
 21, 0000, 389.000000 
 21, 0100, 389.000000 
 21, 0200, 389.000000 
 21, 0300, 389.000000 
 21, 0400, 389.000000 
 21, 0500, 389.000000 
 21, 0600, 389.000000 
 21, 0700, 389.000000 
 21, 0800, 389.000000 
 21, 0900, 389.000000 
 21, 1000, 389.000000 
 21, 1100, 389.000000 
 21, 1200, 389.000000 
 21, 1300, 389.000000 
 21, 1400, 389.000000 
 21, 1500, 389.000000 
 21, 1600, 389.000000 
 21, 1700, 389.000000 
 21, 1800, 389.000000 
 21, 1900, 389.000000 
 21, 2000, 389.000000 
 21, 2100, 389.000000 
 21, 2200, 389.000000 
 21, 2300, 389.000000 
 22, 0000, 389.000000 
 22, 0100, 389.000000 
 22, 0200, 389.000000 
 22, 0300, 389.000000 
 22, 0400, 389.000000 
 22, 0500, 389.000000 
 22, 0600, 389.000000 
 22, 0700, 389.000000 
 22, 0800, 389.000000 
 22, 0900, 389.000000 
 22, 1000, 389.000000 
 22, 1100, 389.000000 
 22, 1200, 389.000000 
 22, 1300, 389.000000 
 22, 1400, 389.000000 
 22, 1500, 389.000000 
 22, 1600, 389.000000 
 22, 1700, 389.000000 
 22, 1800, 389.000000 
 22, 1900, 389.000000 
 22, 2000, 389.000000 
 22, 2100, 389.000000 
 22, 2200, 389.000000 
 22, 2300, 389.000000 
 23, 0000, 389.000000 
 23, 0100, 389.000000 
 23, 0200, 389.000000 
 23, 0300, 389.000000 
 23, 0400, 389.000000 
 23, 0500, 389.000000 
 23, 0600, 389.000000 
 23, 0700, 389.000000 
 23, 0800, 389.000000 
 23, 0900, 389.000000 
 23, 1000, 389.000000 
 23, 1100, 389.000000 
 23, 1200, 389.000000 
 23, 1300, 389.000000 
 23, 1400, 389.000000 
 23, 1500, 389.000000 
 23, 1600, 389.000000 
 23, 1700, 389.000000 
 23, 1800, 389.000000 
 23, 1900, 389.000000 
 23, 2000, 389.000000 
 23, 2100, 389.000000 
 23, 2200, 389.000000 
 23, 2300, 389.000000 
 24, 0000, 389.000000 
 24, 0100, 389.000000 
 24, 0200, 389.000000 
 24, 0300, 389.000000 
 24, 0400, 389.000000 
 24, 0500, 389.000000 
 24, 0600, 389.000000 
 24, 0700, 389.000000 
 24, 0800, 389.000000 
 24, 0900, 389.000000 
 24, 1000, 389.000000 
 24, 1100, 389.000000 
 24, 1200, 389.000000 
 24, 1300, 389.000000 
 24, 1400, 389.000000 
 24, 1500, 389.000000 
 24, 1600, 389.000000 
 24, 1700, 389.000000 
 24, 1800, 389.000000 
 24, 1900, 389.000000 
 24, 2000, 389.000000 
 24, 2100, 389.000000 
 24, 2200, 389.000000 
 24, 2300, 389.000000 
 25, 0000, 389.000000 
 25, 0100, 389.000000 
 25, 0200, 389.000000 
 25, 0300, 389.000000 
 25, 0400, 389.000000 
 25, 0500, 389.000000 
 25, 0600, 389.000000 
 25, 0700, 389.000000 
 25, 0800, 389.000000 
 25, 0900, 389.000000 
 25, 1000, 389.000000 
 25, 1100, 389.000000 
 25, 1200, 389.000000 
 25, 1300, 389.000000 
 25, 1400, 389.000000 
 25, 1500, 389.000000 
 25, 1600, 389.000000 
 25, 1700, 389.000000 
 25, 1800, 389.000000 
 25, 1900, 389.000000 
 25, 2000, 389.000000 
 25, 2100, 389.000000 
 25, 2200, 389.000000 
 25, 2300, 389.000000 
 26, 0000, 389.000000 
 26, 0100, 389.000000 
 26, 0200, 389.000000 
 26, 0300, 389.000000 
 26, 0400, 389.000000 
 26, 0500, 389.000000 
 26, 0600, 389.000000 
 26, 0700, 389.000000 
 26, 0800, 389.000000 
 26, 0900, 389.000000 
 26, 1000, 389.000000 
 26, 1100, 389.000000 
 26, 1200, 389.000000 
 26, 1300, 389.000000 
 26, 1400, 389.000000 
 26, 1500, 389.000000 
 26, 1600, 389.000000 
 26, 1700, 389.000000 
 26, 1800, 389.000000 
 26, 1900, 389.000000 
 26, 2000, 389.000000 
 26, 2100, 389.000000 
 26, 2200, 389.000000 
 26, 2300, 389.000000 
 27, 0000, 389.000000 
 27, 0100, 389.000000 
 27, 0200, 389.000000 
 27, 0300, 389.000000 
 27, 0400, 389.000000 
 27, 0500, 389.000000 
 27, 0600, 389.000000 
 27, 0700, 389.000000 
 27, 0800, 389.000000 
 27, 0900, 389.000000 
 27, 1000, 389.000000 
 27, 1100, 389.000000 
 27, 1200, 389.000000 
 27, 1300, 389.000000 
 27, 1400, 389.000000 
 27, 1500, 389.000000 
 27, 1600, 389.000000 
 27, 1700, 389.000000 
 27, 1800, 389.000000 
 27, 1900, 389.000000 
 27, 2000, 389.000000 
 27, 2100, 389.000000 
 27, 2200, 389.000000 
 27, 2300, 389.000000 
 28, 0000, 389.000000 
 28, 0100, 389.000000 
 28, 0200, 389.000000 
 28, 0300, 389.000000 
 28, 0400, 389.000000 
 28, 0500, 389.000000 
 28, 0600, 389.000000 
 28, 0700, 389.000000 
 28, 0800, 389.000000 
 28, 0900, 389.000000 
 28, 1000, 389.000000 
 28, 1100, 389.000000 
 28, 1200, 389.000000 
 28, 1300, 389.000000 
 28, 1400, 389.000000 
 28, 1500, 389.000000 
 28, 1600, 389.000000 
 28, 1700, 389.000000 
 28, 1800, 389.000000 
 28, 1900, 389.000000 
 28, 2000, 389.000000 
 28, 2100, 389.000000 
 28, 2200, 389.000000 
 28, 2300, 389.000000 
 29, 0000, 389.000000 
 29, 0100, 389.000000 
 29, 0200, 389.000000 
 29, 0300, 389.000000 
 29, 0400, 389.000000 
 29, 0500, 389.000000 
 29, 0600, 389.000000 
 29, 0700, 389.000000 
 29, 0800, 389.000000 
 29, 0900, 389.000000 
 29, 1000, 389.000000 
 29, 1100, 389.000000 
 29, 1200, 389.000000 
 29, 1300, 389.000000 
 29, 1400, 389.000000 
 29, 1500, 389.000000 
 29, 1600, 389.000000 
 29, 1700, 389.000000 
 29, 1800, 389.000000 
 29, 1900, 389.000000 
 29, 2000, 389.000000 
 29, 2100, 389.000000 
 29, 2200, 389.000000 
 29, 2300, 389.000000 
 30, 0000, 389.000000 
 30, 0100, 389.000000 
 30, 0200, 389.000000 
 30, 0300, 389.000000 
 30, 0400, 389.000000 
 30, 0500, 389.000000 
 30, 0600, 389.000000 
 30, 0700, 389.000000 
 30, 0800, 2.000000 
 30, 0900, 0.000000 
 30, 1000, 1.000000 
 30, 1100, 1.000000 
 30, 1200, 1.000000 
 30, 1300, 2.000000 
 30, 1400, 1.000000 
 30, 1500, 1.000000 
 30, 1600, 2.000000 
 30, 1700, 1.000000 
 30, 1800, 0.000000 
 30, 1900, 0.000000 
 30, 2000, 1.000000 
 30, 2100, 1.000000 
 30, 2200, 1.000000 
 30, 2300, 1.000000 
 Start : 20101201 
 1, 0000, 1.000000 
 1, 0100, 1.000000 
 1, 0200, 1.000000 
 1, 0300, 1.000000 
 1, 0400, 1.000000 
 1, 0500, 0.000000 
 1, 0600, 0.000000 
 1, 0700, 0.000000 
 1, 0800, 0.000000 
 1, 0900, 0.000000 
 1, 1000, 1.000000 
 1, 1100, 1.000000 
 1, 1200, 0.000000 
 1, 1300, 0.000000 
 1, 1400, 1.000000 
 1, 1500, 1.000000 
 1, 1600, 0.000000 
 1, 1700, 1.000000 
 1, 1800, 1.000000 
 1, 1900, 1.000000 
 1, 2000, 1.000000 
 1, 2100, 1.000000 
 1, 2200, 0.000000 
 1, 2300, 1.000000 
 2, 0000, 1.000000 
 2, 0100, 0.000000 
 2, 0200, 1.000000 
 2, 0300, 1.000000 
 2, 0400, 1.000000 
 2, 0500, 1.000000 
 2, 0600, 1.000000 
 2, 0700, 1.000000 
 2, 0800, 1.000000 
 2, 0900, 1.000000 
 2, 1000, 2.000000 
 2, 1100, 1.000000 
 2, 1200, 0.000000 
 2, 1300, 2.000000 
 2, 1400, 2.000000 
 2, 1500, 0.000000 
 2, 1600, 2.000000 
 2, 1700, 4.000000 
 2, 1800, 2.000000 
 2, 1900, 4.000000 
 2, 2000, 3.000000 
 2, 2100, 5.000000 
 2, 2200, 6.000000 
 2, 2300, 6.000000 
 3, 0000, 7.000000 
 3, 0100, 9.000000 
 3, 0200, 8.000000 
 3, 0300, 7.000000 
 3, 0400, 6.000000 
 3, 0500, 6.000000 
 3, 0600, 5.000000 
 3, 0700, 5.000000 
 3, 0800, 7.000000 
 3, 0900, 5.000000 
 3, 1000, 4.000000 
 3, 1100, 5.000000 
 3, 1200, 5.000000 
 3, 1300, 4.000000 
 3, 1400, 4.000000 
 3, 1500, 4.000000 
 3, 1600, 3.000000 
 3, 1700, 1.000000 
 3, 1800, 2.000000 
 3, 1900, 2.000000 
 3, 2000, 2.000000 
 3, 2100, 1.000000 
 3, 2200, 0.000000 
 3, 2300, 0.000000 
 4, 0000, 1.000000 
 4, 0100, 1.000000 
 4, 0200, 1.000000 
 4, 0300, 1.000000 
 4, 0400, 1.000000 
 4, 0500, 2.000000 
 4, 0600, 2.000000 
 4, 0700, 2.000000 
 4, 0800, 1.000000 
 4, 0900, 0.000000 
 4, 1000, 2.000000 
 4, 1100, 1.000000 
 4, 1200, 1.000000 
 4, 1300, 1.000000 
 4, 1400, 1.000000 
 4, 1500, 0.000000 
 4, 1600, 1.000000 
 4, 1700, 1.000000 
 4, 1800, 2.000000 
 4, 1900, 1.000000 
 4, 2000, 1.000000 
 4, 2100, 2.000000 
 4, 2200, -1.000000 
 4, 2300, 1.000000 
 5, 0000, 1.000000 
 5, 0100, 1.000000 
 5, 0200, 1.000000 
 5, 0300, 0.000000 
 5, 0400, 1.000000 
 5, 0500, 2.000000 
 5, 0600, 2.000000 
 5, 0700, 2.000000 
 5, 0800, 2.000000 
 5, 0900, 0.000000 
 5, 1000, 0.000000 
 5, 1100, 1.000000 
 5, 1200, 1.000000 
 5, 1300, 1.000000 
 5, 1400, 1.000000 
 5, 1500, 1.000000 
 5, 1600, 1.000000 
 5, 1700, 0.000000 
 5, 1800, 1.000000 
 5, 1900, 0.000000 
 5, 2000, 1.000000 
 5, 2100, 1.000000 
 5, 2200, 2.000000 
 5, 2300, 1.000000 
 6, 0000, 0.000000 
 6, 0100, 1.000000 
 6, 0200, 3.000000 
 6, 0300, 0.000000 
 6, 0400, 0.000000 
 6, 0500, 3.000000 
 6, 0600, 6.000000 
 6, 0700, 338.000000 
 6, 0800, 354.000000 
 6, 0900, 346.000000 
 6, 1000, 346.000000 
 6, 1100, 347.000000 
 6, 1200, 356.000000 
 6, 1300, 360.000000 
 6, 1400, 76.000000 
 6, 1500, 3.000000 
 6, 1600, 360.000000 
 6, 1700, 4.000000 
 6, 1800, 352.000000 
 6, 1900, 6.000000 
 6, 2000, 5.000000 
 6, 2100, 6.000000 
 6, 2200, 356.000000 
 6, 2300, 342.000000 
 7, 0000, 10.000000 
 7, 0100, 347.000000 
 7, 0200, 346.000000 
 7, 0300, 350.000000 
 7, 0400, 342.000000 
 7, 0500, 332.000000 
 7, 0600, 324.000000 
 7, 0700, 341.000000 
 7, 0800, 334.000000 
 7, 0900, 329.000000 
 7, 1000, 346.000000 
 7, 1100, 345.000000 
 7, 1200, 348.000000 
 7, 1300, 345.000000 
 7, 1400, 335.000000 
 7, 1500, 345.000000 
 7, 1600, 360.000000 
 7, 1700, 9.000000 
 7, 1800, 11.000000 
 7, 1900, 38.000000 
 7, 2000, 36.000000 
 7, 2100, 39.000000 
 7, 2200, 18.000000 
 7, 2300, 35.000000 
 8, 0000, 53.000000 
 8, 0100, 111.000000 
 8, 0200, 45.000000 
 8, 0300, 292.000000 
 8, 0400, 0.000000 
 8, 0500, 270.000000 
 8, 0600, 280.000000 
 8, 0700, 221.000000 
 8, 0800, 222.000000 
 8, 0900, 358.000000 
 8, 1000, 56.000000 
 8, 1100, 323.000000 
 8, 1200, 355.000000 
 8, 1300, 265.000000 
 8, 1400, 207.000000 
 8, 1500, 0.000000 
 8, 1600, 294.000000 
 8, 1700, 321.000000 
 8, 1800, 338.000000 
 8, 1900, 321.000000 
 8, 2000, 322.000000 
 8, 2100, 322.000000 
 8, 2200, 327.000000 
 8, 2300, 321.000000 
 9, 0000, 330.000000 
 9, 0100, 326.000000 
 9, 0200, 335.000000 
 9, 0300, 321.000000 
 9, 0400, 333.000000 
 9, 0500, 343.000000 
 9, 0600, 327.000000 
 9, 0700, 315.000000 
 9, 0800, 325.000000 
 9, 0900, 354.000000 
 9, 1000, 351.000000 
 9, 1100, 355.000000 
 9, 1200, 13.000000 
 9, 1300, 42.000000 
 9, 1400, 119.000000 
 9, 1500, 30.000000 
 9, 1600, 0.000000 
 9, 1700, 22.000000 
 9, 1800, 36.000000 
 9, 1900, 32.000000 
 9, 2000, 32.000000 
 9, 2100, 52.000000 
 9, 2200, 22.000000 
 9, 2300, 0.000000 
 10, 0000, 0.000000 
 10, 0100, 0.000000 
 10, 0200, 189.000000 
 10, 0300, 208.000000 
 10, 0400, 196.000000 
 10, 0500, 186.000000 
 10, 0600, 225.000000 
 10, 0700, 215.000000 
 10, 0800, 217.000000 
 10, 0900, 216.000000 
 10, 1000, 212.000000 
 10, 1100, 239.000000 
 10, 1200, 329.000000 
 10, 1300, 189.000000 
 10, 1400, 163.000000 
 10, 1500, 315.000000 
 10, 1600, 342.000000 
 10, 1700, 352.000000 
 10, 1800, 304.000000 
 10, 1900, 315.000000 
 10, 2000, 323.000000 
 10, 2100, 319.000000 
 10, 2200, 336.000000 
 10, 2300, 331.000000 
 11, 0000, 332.000000 
 11, 0100, 333.000000 
 11, 0200, 336.000000 
 11, 0300, 339.000000 
 11, 0400, 331.000000 
 11, 0500, 339.000000 
 11, 0600, 340.000000 
 11, 0700, 322.000000 
 11, 0800, 333.000000 
 11, 0900, 319.000000 
 11, 1000, 313.000000 
 11, 1100, 324.000000 
 11, 1200, 330.000000 
 11, 1300, 331.000000 
 11, 1400, 349.000000 
 11, 1500, 56.000000 
 11, 1600, 34.000000 
 11, 1700, 24.000000 
 11, 1800, 40.000000 
 11, 1900, 0.000000 
 11, 2000, 345.000000 
 11, 2100, 10.000000 
 11, 2200, 6.000000 
 11, 2300, 33.000000 
 12, 0000, 30.000000 
 12, 0100, 28.000000 
 12, 0200, 23.000000 
 12, 0300, 21.000000 
 12, 0400, 7.000000 
 12, 0500, 8.000000 
 12, 0600, 30.000000 
 12, 0700, 315.000000 
 12, 0800, 241.000000 
 12, 0900, 0.000000 
 12, 1000, 0.000000 
 12, 1100, 90.000000 
 12, 1200, 40.000000 
 12, 1300, 277.000000 
 12, 1400, 261.000000 
 12, 1500, 338.000000 
 12, 1600, 3.000000 
 12, 1700, 3.000000 
 12, 1800, 336.000000 
 12, 1900, 318.000000 
 12, 2000, 7.000000 
 12, 2100, 319.000000 
 12, 2200, 0.000000 
 12, 2300, 275.000000 
 13, 0000, 0.000000 
 13, 0100, 333.000000 
 13, 0200, 330.000000 
 13, 0300, 354.000000 
 13, 0400, 344.000000 
 13, 0500, 339.000000 
 13, 0600, 341.000000 
 13, 0700, 335.000000 
 13, 0800, 326.000000 
 13, 0900, 342.000000 
 13, 1000, 326.000000 
 13, 1100, 325.000000 
 13, 1200, 348.000000 
 13, 1300, 4.000000 
 13, 1400, 16.000000 
 13, 1500, 6.000000 
 13, 1600, 360.000000 
 13, 1700, 14.000000 
 13, 1800, 8.000000 
 13, 1900, 351.000000 
 13, 2000, 328.000000 
 13, 2100, 15.000000 
 13, 2200, 360.000000 
 13, 2300, 8.000000 
 14, 0000, 351.000000 
 14, 0100, 339.000000 
 14, 0200, 347.000000 
 14, 0300, 326.000000 
 14, 0400, 311.000000 
 14, 0500, 328.000000 
 14, 0600, 332.000000 
 14, 0700, 339.000000 
 14, 0800, 332.000000 
 14, 0900, 344.000000 
 14, 1000, 345.000000 
 14, 1100, 331.000000 
 14, 1200, 336.000000 
 14, 1300, 341.000000 
 14, 1400, 358.000000 
 14, 1500, 330.000000 
 14, 1600, 351.000000 
 14, 1700, 346.000000 
 14, 1800, 346.000000 
 14, 1900, 346.000000 
 14, 2000, 343.000000 
 14, 2100, 329.000000 
 14, 2200, 327.000000 
 14, 2300, 331.000000 
 15, 0000, 333.000000 
 15, 0100, 325.000000 
 15, 0200, 323.000000 
 15, 0300, 345.000000 
 15, 0400, 333.000000 
 15, 0500, 324.000000 
 15, 0600, 327.000000 
 15, 0700, 334.000000 
 15, 0800, 315.000000 
 15, 0900, 321.000000 
 15, 1000, 336.000000 
 15, 1100, 346.000000 
 15, 1200, 346.000000 
 15, 1300, 347.000000 
 15, 1400, 351.000000 
 15, 1500, 339.000000 
 15, 1600, 342.000000 
 15, 1700, 358.000000 
 15, 1800, 4.000000 
 15, 1900, 2.000000 
 15, 2000, 355.000000 
 15, 2100, 337.000000 
 15, 2200, 306.000000 
 15, 2300, 291.000000 
 16, 0000, 317.000000 
 16, 0100, 343.000000 
 16, 0200, 280.000000 
 16, 0300, 328.000000 
 16, 0400, 344.000000 
 16, 0500, 331.000000 
 16, 0600, 327.000000 
 16, 0700, 335.000000 
 16, 0800, 337.000000 
 16, 0900, 333.000000 
 16, 1000, 357.000000 
 16, 1100, 360.000000 
 16, 1200, 45.000000 
 16, 1300, 12.000000 
 16, 1400, 15.000000 
 16, 1500, 34.000000 
 16, 1600, 38.000000 
 16, 1700, 45.000000 
 16, 1800, -1.000000 
 16, 1900, 354.000000 
 16, 2000, 255.000000 
 16, 2100, 68.000000 
 16, 2200, 207.000000 
 16, 2300, 223.000000 
 17, 0000, 221.000000 
 17, 0100, 198.000000 
 17, 0200, 204.000000 
 17, 0300, 188.000000 
 17, 0400, 204.000000 
 17, 0500, 273.000000 
 17, 0600, 313.000000 
 17, 0700, 6.000000 
 17, 0800, 328.000000 
 17, 0900, 63.000000 
 17, 1000, 8.000000 
 17, 1100, 193.000000 
 17, 1200, 328.000000 
 17, 1300, 17.000000 
 17, 1400, 18.000000 
 17, 1500, 322.000000 
 17, 1600, 302.000000 
 17, 1700, 335.000000 
 17, 1800, 343.000000 
 17, 1900, 349.000000 
 17, 2000, 0.000000 
 17, 2100, 55.000000 
 17, 2200, 68.000000 
 17, 2300, 68.000000 
 18, 0000, 24.000000 
 18, 0100, 16.000000 
 18, 0200, 0.000000 
 18, 0300, 151.000000 
 18, 0400, 8.000000 
 18, 0500, 347.000000 
 18, 0600, 60.000000 
 18, 0700, 0.000000 
 18, 0800, 360.000000 
 18, 0900, 54.000000 
 18, 1000, 45.000000 
 18, 1100, 345.000000 
 18, 1200, 342.000000 
 18, 1300, 305.000000 
 18, 1400, 326.000000 
 18, 1500, 0.000000 
 18, 1600, 0.000000 
 18, 1700, 0.000000 
 18, 1800, 0.000000 
 18, 1900, 0.000000 
 18, 2000, 0.000000 
 18, 2100, 39.000000 
 18, 2200, 338.000000 
 18, 2300, 352.000000 
 19, 0000, 335.000000 
 19, 0100, 0.000000 
 19, 0200, 0.000000 
 19, 0300, 188.000000 
 19, 0400, 249.000000 
 19, 0500, 215.000000 
 19, 0600, 203.000000 
 19, 0700, 198.000000 
 19, 0800, 220.000000 
 19, 0900, 11.000000 
 19, 1000, 0.000000 
 19, 1100, 229.000000 
 19, 1200, 186.000000 
 19, 1300, 184.000000 
 19, 1400, 195.000000 
 19, 1500, 65.000000 
 19, 1600, 205.000000 
 19, 1700, 202.000000 
 19, 1800, 143.000000 
 19, 1900, 0.000000 
 19, 2000, 0.000000 
 19, 2100, 355.000000 
 19, 2200, 347.000000 
 19, 2300, 335.000000 
 20, 0000, 351.000000 
 20, 0100, -1.000000 
 20, 0200, 339.000000 
 20, 0300, 332.000000 
 20, 0400, 326.000000 
 20, 0500, 308.000000 
 20, 0600, 301.000000 
 20, 0700, 349.000000 
 20, 0800, 342.000000 
 20, 0900, 315.000000 
 20, 1000, 10.000000 
 20, 1100, 54.000000 
 20, 1200, 45.000000 
 20, 1300, 37.000000 
 20, 1400, 42.000000 
 20, 1500, 20.000000 
 20, 1600, 10.000000 
 20, 1700, 360.000000 
 20, 1800, 353.000000 
 20, 1900, 15.000000 
 20, 2000, 21.000000 
 20, 2100, 346.000000 
 20, 2200, 9.000000 
 20, 2300, 16.000000 
 21, 0000, 14.000000 
 21, 0100, 238.000000 
 21, 0200, 0.000000 
 21, 0300, 0.000000 
 21, 0400, 54.000000 
 21, 0500, 0.000000 
 21, 0600, 350.000000 
 21, 0700, 358.000000 
 21, 0800, 25.000000 
 21, 0900, 0.000000 
 21, 1000, 7.000000 
 21, 1100, 18.000000 
 21, 1200, 24.000000 
 21, 1300, 5.000000 
 21, 1400, 35.000000 
 21, 1500, 360.000000 
 21, 1600, 0.000000 
 21, 1700, 13.000000 
 21, 1800, 11.000000 
 21, 1900, 15.000000 
 21, 2000, 350.000000 
 21, 2100, 54.000000 
 21, 2200, 63.000000 
 21, 2300, 74.000000 
 22, 0000, 53.000000 
 22, 0100, 54.000000 
 22, 0200, 0.000000 
 22, 0300, 342.000000 
 22, 0400, 3.000000 
 22, 0500, 342.000000 
 22, 0600, 339.000000 
 22, 0700, 5.000000 
 22, 0800, 6.000000 
 22, 0900, 340.000000 
 22, 1000, 342.000000 
 22, 1100, 330.000000 
 22, 1200, 335.000000 
 22, 1300, 326.000000 
 22, 1400, 339.000000 
 22, 1500, 48.000000 
 22, 1600, 31.000000 
 22, 1700, 25.000000 
 22, 1800, 25.000000 
 22, 1900, 0.000000 
 22, 2000, 340.000000 
 22, 2100, 56.000000 
 22, 2200, 84.000000 
 22, 2300, 65.000000 
 23, 0000, 72.000000 
 23, 0100, 113.000000 
 23, 0200, 0.000000 
 23, 0300, 332.000000 
 23, 0400, 324.000000 
 23, 0500, 326.000000 
 23, 0600, 333.000000 
 23, 0700, 346.000000 
 23, 0800, 345.000000 
 23, 0900, 329.000000 
 23, 1000, 326.000000 
 23, 1100, 330.000000 
 23, 1200, 332.000000 
 23, 1300, 343.000000 
 23, 1400, 350.000000 
 23, 1500, 336.000000 
 23, 1600, 345.000000 
 23, 1700, 355.000000 
 23, 1800, 15.000000 
 23, 1900, 2.000000 
 23, 2000, 350.000000 
 23, 2100, 12.000000 
 23, 2200, 12.000000 
 23, 2300, 357.000000 
 24, 0000, 332.000000 
 24, 0100, 320.000000 
 24, 0200, 319.000000 
 24, 0300, 329.000000 
 24, 0400, 328.000000 
 24, 0500, 307.000000 
 24, 0600, 328.000000 
 24, 0700, 329.000000 
 24, 0800, 330.000000 
 24, 0900, 324.000000 
 24, 1000, 333.000000 
 24, 1100, 344.000000 
 24, 1200, 355.000000 
 24, 1300, 348.000000 
 24, 1400, 343.000000 
 24, 1500, 344.000000 
 24, 1600, 339.000000 
 24, 1700, 310.000000 
 24, 1800, 324.000000 
 24, 1900, 325.000000 
 24, 2000, 319.000000 
 24, 2100, 342.000000 
 24, 2200, 358.000000 
 24, 2300, 354.000000 
 25, 0000, 310.000000 
 25, 0100, 317.000000 
 25, 0200, 342.000000 
 25, 0300, 332.000000 
 25, 0400, 323.000000 
 25, 0500, 323.000000 
 25, 0600, 335.000000 
 25, 0700, 335.000000 
 25, 0800, 346.000000 
 25, 0900, 324.000000 
 25, 1000, 335.000000 
 25, 1100, 340.000000 
 25, 1200, 320.000000 
 25, 1300, 321.000000 
